KM;LAT;LONG;ESTACA;TEXTO FORMATO GOOGLE;link para google maps
12,95;-22,551894;-44,813054;647,500000;-44.8130544068394,-22.5518940404663;https://www.google.com.br/maps/@-44.8130544068394,-22.5518940404663,20z
12,96;-22,551941;-44,813138;648,000000;-44.8131377533679,-22.5519408960104;https://www.google.com.br/maps/@-44.8131377533679,-22.5519408960104,20z
12,97;-22,551988;-44,813221;648,500000;-44.8132211264249,-22.5519878079275;https://www.google.com.br/maps/@-44.8132211264249,-22.5519878079275,20z
12,98;-22,552035;-44,813304;649,000000;-44.813304482,-22.552034562;https://www.google.com.br/maps/@-44.813304482,-22.552034562,20z
12,99;-22,552081;-44,813388;649,500000;-44.8133878358462,-22.5520813004615;https://www.google.com.br/maps/@-44.8133878358462,-22.5520813004615,20z
13,00;-22,552128;-44,813471;650,000000;-44.8134713275635,-22.5521280414721;https://www.google.com.br/maps/@-44.8134713275635,-22.5521280414721,20z
13,01;-22,552175;-44,813555;650,500000;-44.8135548250254,-22.5521747825888;https://www.google.com.br/maps/@-44.8135548250254,-22.5521747825888,20z
13,02;-22,552221;-44,813638;651,000000;-44.8136379137313,-22.5522213908955;https://www.google.com.br/maps/@-44.8136379137313,-22.5522213908955,20z
13,03;-22,552268;-44,813721;651,500000;-44.8137209983085,-22.5522679978607;https://www.google.com.br/maps/@-44.8137209983085,-22.5522679978607,20z
13,04;-22,552315;-44,813804;652,000000;-44.8138043122549,-22.5523148314706;https://www.google.com.br/maps/@-44.8138043122549,-22.5523148314706,20z
13,05;-22,552362;-44,813888;652,500000;-44.8138876308823,-22.5523616697059;https://www.google.com.br/maps/@-44.8138876308823,-22.5523616697059,20z
13,06;-22,552409;-44,813971;653,000000;-44.8139712203883,-22.5524085139806;https://www.google.com.br/maps/@-44.8139712203883,-22.5524085139806,20z
13,07;-22,552455;-44,814055;653,500000;-44.8140548271845,-22.5524553586408;https://www.google.com.br/maps/@-44.8140548271845,-22.5524553586408,20z
13,08;-22,552502;-44,814138;654,000000;-44.81413806,-22.5525018726316;https://www.google.com.br/maps/@-44.81413806,-22.5525018726316,20z
13,09;-22,552548;-44,814221;654,500000;-44.8142212418182,-22.5525483415311;https://www.google.com.br/maps/@-44.8142212418182,-22.5525483415311,20z
13,10;-22,552594;-44,814305;655,000000;-44.8143050057416,-22.552594477799;https://www.google.com.br/maps/@-44.8143050057416,-22.552594477799,20z
13,11;-22,552641;-44,814389;655,500000;-44.8143889244019,-22.5526405256459;https://www.google.com.br/maps/@-44.8143889244019,-22.5526405256459,20z
13,12;-22,552687;-44,814473;656,000000;-44.8144725033333,-22.5526868333333;https://www.google.com.br/maps/@-44.8144725033333,-22.5526868333333,20z
13,13;-22,552733;-44,814556;656,500000;-44.8145559366667,-22.552733252381;https://www.google.com.br/maps/@-44.8145559366667,-22.552733252381,20z
13,14;-22,552780;-44,814639;657,000000;-44.8146392948341,-22.5527797015166;https://www.google.com.br/maps/@-44.8146392948341,-22.5527797015166,20z
13,15;-22,552826;-44,814723;657,500000;-44.814722602891,-22.5528261707109;https://www.google.com.br/maps/@-44.814722602891,-22.5528261707109,20z
13,16;-22,552873;-44,814806;658,000000;-44.8148059991943,-22.5528726909953;https://www.google.com.br/maps/@-44.8148059991943,-22.5528726909953,20z
13,17;-22,552919;-44,814889;658,500000;-44.814889487346,-22.552919264455;https://www.google.com.br/maps/@-44.814889487346,-22.552919264455,20z
13,18;-22,552966;-44,814973;659,000000;-44.8149729881043,-22.5529659171564;https://www.google.com.br/maps/@-44.8149729881043,-22.5529659171564,20z
13,19;-22,553013;-44,815057;659,500000;-44.8150565094313,-22.5530126991469;https://www.google.com.br/maps/@-44.8150565094313,-22.5530126991469,20z
13,20;-22,553060;-44,815140;660,000000;-44.8151399511321,-22.5530595017925;https://www.google.com.br/maps/@-44.8151399511321,-22.5530595017925,20z
13,21;-22,553106;-44,815223;660,500000;-44.8152231775472,-22.553106360283;https://www.google.com.br/maps/@-44.8152231775472,-22.553106360283,20z
13,22;-22,553153;-44,815306;661,000000;-44.8153064174057,-22.5531532435377;https://www.google.com.br/maps/@-44.8153064174057,-22.5531532435377,20z
13,23;-22,553200;-44,815390;661,500000;-44.8153897334434,-22.5532002671226;https://www.google.com.br/maps/@-44.8153897334434,-22.5532002671226,20z
13,24;-22,553247;-44,815473;662,000000;-44.8154730470755,-22.5532472919811;https://www.google.com.br/maps/@-44.8154730470755,-22.5532472919811,20z
13,25;-22,553294;-44,815556;662,500000;-44.8155562829245,-22.5532943580189;https://www.google.com.br/maps/@-44.8155562829245,-22.5532943580189,20z
13,26;-22,553341;-44,815640;663,000000;-44.8156395187736,-22.5533414240566;https://www.google.com.br/maps/@-44.8156395187736,-22.5533414240566,20z
13,27;-22,553388;-44,815723;663,500000;-44.8157226553521,-22.5533884043662;https://www.google.com.br/maps/@-44.8157226553521,-22.5533884043662,20z
13,28;-22,553435;-44,815806;664,000000;-44.8158057821127,-22.5534353761972;https://www.google.com.br/maps/@-44.8158057821127,-22.5534353761972,20z
13,29;-22,553482;-44,815889;664,500000;-44.8158888282243,-22.55348237;https://www.google.com.br/maps/@-44.8158888282243,-22.55348237,20z
13,30;-22,553529;-44,815972;665,000000;-44.8159718515888,-22.55352937;https://www.google.com.br/maps/@-44.8159718515888,-22.55352937,20z
13,31;-22,553577;-44,816055;665,500000;-44.8160550853521,-22.5535766253991;https://www.google.com.br/maps/@-44.8160550853521,-22.5535766253991,20z
13,32;-22,553624;-44,816138;666,000000;-44.8161384374648,-22.5536240244601;https://www.google.com.br/maps/@-44.8161384374648,-22.5536240244601,20z
13,33;-22,553672;-44,816221;666,500000;-44.8162213669159,-22.5536715750935;https://www.google.com.br/maps/@-44.8162213669159,-22.5536715750935,20z
13,34;-22,553719;-44,816304;667,000000;-44.8163038902804,-22.5537192713551;https://www.google.com.br/maps/@-44.8163038902804,-22.5537192713551,20z
13,35;-22,553767;-44,816386;667,500000;-44.8163863875472,-22.553767369717;https://www.google.com.br/maps/@-44.8163863875472,-22.553767369717,20z
13,36;-22,553816;-44,816469;668,000000;-44.8164688403774,-22.5538161527358;https://www.google.com.br/maps/@-44.8164688403774,-22.5538161527358,20z
13,37;-22,553865;-44,816551;668,500000;-44.8165510090094,-22.5538652034434;https://www.google.com.br/maps/@-44.8165510090094,-22.5538652034434,20z
13,38;-22,553915;-44,816632;669,000000;-44.8166323250472,-22.553915057217;https://www.google.com.br/maps/@-44.8166323250472,-22.553915057217,20z
13,39;-22,553965;-44,816714;669,500000;-44.8167135367257,-22.5539651071681;https://www.google.com.br/maps/@-44.8167135367257,-22.5539651071681,20z
13,40;-22,554016;-44,816794;670,000000;-44.81679405,-22.55401647;https://www.google.com.br/maps/@-44.81679405,-22.55401647,20z
13,41;-22,554067;-44,816874;670,500000;-44.8168736159906,-22.5540672546698;https://www.google.com.br/maps/@-44.8168736159906,-22.5540672546698,20z
13,42;-22,554120;-44,816952;671,000000;-44.8169522150472,-22.5541197216509;https://www.google.com.br/maps/@-44.8169522150472,-22.5541197216509,20z
13,43;-22,554172;-44,817031;671,500000;-44.8170308141038,-22.5541721886321;https://www.google.com.br/maps/@-44.8170308141038,-22.5541721886321,20z
13,44;-22,554226;-44,817108;672,000000;-44.8171084943333,-22.5542263505714;https://www.google.com.br/maps/@-44.8171084943333,-22.5542263505714,20z
13,45;-22,554281;-44,817186;672,500000;-44.817186061,-22.554280722;https://www.google.com.br/maps/@-44.817186061,-22.554280722,20z
13,46;-22,554336;-44,817263;673,000000;-44.8172629711058,-22.5543362090865;https://www.google.com.br/maps/@-44.8172629711058,-22.5543362090865,20z
13,47;-22,554392;-44,817340;673,500000;-44.8173397066827,-22.5543919927404;https://www.google.com.br/maps/@-44.8173397066827,-22.5543919927404,20z
13,48;-22,554449;-44,817415;674,000000;-44.8174154123671,-22.5544488080676;https://www.google.com.br/maps/@-44.8174154123671,-22.5544488080676,20z
13,49;-22,554506;-44,817491;674,500000;-44.8174906973913,-22.5545060447826;https://www.google.com.br/maps/@-44.8174906973913,-22.5545060447826,20z
13,50;-22,554564;-44,817566;675,000000;-44.8175655939512,-22.5545636857073;https://www.google.com.br/maps/@-44.8175655939512,-22.5545636857073,20z
13,51;-22,554622;-44,817640;675,500000;-44.817640272,-22.554621554;https://www.google.com.br/maps/@-44.817640272,-22.554621554,20z
13,52;-22,554680;-44,817715;676,000000;-44.8177148305392,-22.5546795607353;https://www.google.com.br/maps/@-44.8177148305392,-22.5546795607353,20z
13,53;-22,554738;-44,817789;676,500000;-44.8177893060294,-22.5547376636765;https://www.google.com.br/maps/@-44.8177893060294,-22.5547376636765,20z
13,54;-22,554796;-44,817864;677,000000;-44.8178639685437,-22.5547960223786;https://www.google.com.br/maps/@-44.8178639685437,-22.5547960223786,20z
13,55;-22,554855;-44,817939;677,500000;-44.8179387840777,-22.5548545903398;https://www.google.com.br/maps/@-44.8179387840777,-22.5548545903398,20z
13,56;-22,554913;-44,818013;678,000000;-44.8180133148804,-22.5549130933493;https://www.google.com.br/maps/@-44.8180133148804,-22.5549130933493,20z
13,57;-22,554972;-44,818088;678,500000;-44.8180875493301,-22.554971528756;https://www.google.com.br/maps/@-44.8180875493301,-22.554971528756,20z
13,58;-22,555030;-44,818162;679,000000;-44.8181617914354,-22.5550301478947;https://www.google.com.br/maps/@-44.8181617914354,-22.5550301478947,20z
13,59;-22,555089;-44,818236;679,500000;-44.8182360450239,-22.5550890426316;https://www.google.com.br/maps/@-44.8182360450239,-22.5550890426316,20z
13,60;-22,555148;-44,818310;680,000000;-44.8183102362381,-22.5551478666667;https://www.google.com.br/maps/@-44.8183102362381,-22.5551478666667,20z
13,61;-22,555207;-44,818384;680,500000;-44.818384288619,-22.5552065333333;https://www.google.com.br/maps/@-44.818384288619,-22.5552065333333,20z
13,62;-22,555265;-44,818458;681,000000;-44.818458364,-22.555265161;https://www.google.com.br/maps/@-44.818458364,-22.555265161,20z
13,63;-22,555324;-44,818533;681,500000;-44.8185325259048,-22.5553236419524;https://www.google.com.br/maps/@-44.8185325259048,-22.5553236419524,20z
13,64;-22,555382;-44,818607;682,000000;-44.8186067247368,-22.5553821105263;https://www.google.com.br/maps/@-44.8186067247368,-22.5553821105263,20z
13,65;-22,555440;-44,818681;682,500000;-44.8186812223445,-22.5554404789474;https://www.google.com.br/maps/@-44.8186812223445,-22.5554404789474,20z
13,66;-22,555499;-44,818756;683,000000;-44.8187557241346,-22.5554988475;https://www.google.com.br/maps/@-44.8187557241346,-22.5554988475,20z
13,67;-22,555557;-44,818830;683,500000;-44.8188304308654,-22.5555572225;https://www.google.com.br/maps/@-44.8188304308654,-22.5555572225,20z
13,68;-22,555616;-44,818905;684,000000;-44.8189051375962,-22.5556155975;https://www.google.com.br/maps/@-44.8189051375962,-22.5556155975,20z
13,69;-22,555674;-44,818979;684,500000;-44.8189794918269,-22.5556738866346;https://www.google.com.br/maps/@-44.8189794918269,-22.5556738866346,20z
13,70;-22,555732;-44,819054;685,000000;-44.8190538235577,-22.5557321702885;https://www.google.com.br/maps/@-44.8190538235577,-22.5557321702885,20z
13,71;-22,555791;-44,819128;685,500000;-44.8191283208738,-22.5557906942718;https://www.google.com.br/maps/@-44.8191283208738,-22.5557906942718,20z
13,72;-22,555849;-44,819203;686,000000;-44.8192028451456,-22.5558492573786;https://www.google.com.br/maps/@-44.8192028451456,-22.5558492573786,20z
13,73;-22,555908;-44,819277;686,500000;-44.8192770202439,-22.5559078382927;https://www.google.com.br/maps/@-44.8192770202439,-22.5559078382927,20z
13,74;-22,555966;-44,819351;687,000000;-44.8193511080488,-22.5559664236585;https://www.google.com.br/maps/@-44.8193511080488,-22.5559664236585,20z
13,75;-22,556025;-44,819425;687,500000;-44.8194254772906,-22.5560249283744;https://www.google.com.br/maps/@-44.8194254772906,-22.5560249283744,20z
13,76;-22,556083;-44,819500;688,000000;-44.8194999403448,-22.5560834062069;https://www.google.com.br/maps/@-44.8194999403448,-22.5560834062069,20z
13,77;-22,556141;-44,819575;688,500000;-44.8195745226733,-22.5561413689109;https://www.google.com.br/maps/@-44.8195745226733,-22.5561413689109,20z
13,78;-22,556199;-44,819649;689,000000;-44.8196491513861,-22.5561991312871;https://www.google.com.br/maps/@-44.8196491513861,-22.5561991312871,20z
13,79;-22,556257;-44,819724;689,500000;-44.8197235980808,-22.5562574877778;https://www.google.com.br/maps/@-44.8197235980808,-22.5562574877778,20z
13,80;-22,556316;-44,819798;690,000000;-44.8197979667677,-22.5563160988889;https://www.google.com.br/maps/@-44.8197979667677,-22.5563160988889,20z
13,81;-22,556374;-44,819873;690,500000;-44.8198731535644,-22.5563740276238;https://www.google.com.br/maps/@-44.8198731535644,-22.5563740276238,20z
13,82;-22,556432;-44,819949;691,000000;-44.8199486585149,-22.5564316909901;https://www.google.com.br/maps/@-44.8199486585149,-22.5564316909901,20z
13,83;-22,556490;-44,820023;691,500000;-44.82002339,-22.5564898245;https://www.google.com.br/maps/@-44.82002339,-22.5564898245,20z
13,84;-22,556548;-44,820098;692,000000;-44.82009779,-22.5565481595;https://www.google.com.br/maps/@-44.82009779,-22.5565481595,20z
13,85;-22,556606;-44,820172;692,500000;-44.820172323,-22.5566063615;https://www.google.com.br/maps/@-44.820172323,-22.5566063615,20z
13,86;-22,556665;-44,820247;693,000000;-44.820246913,-22.5566645065;https://www.google.com.br/maps/@-44.820246913,-22.5566645065,20z
13,87;-22,556722;-44,820322;693,500000;-44.8203220245,-22.5567218745;https://www.google.com.br/maps/@-44.8203220245,-22.5567218745,20z
13,88;-22,556779;-44,820397;694,000000;-44.8203973595,-22.5567789095;https://www.google.com.br/maps/@-44.8203973595,-22.5567789095,20z
13,89;-22,556835;-44,820474;694,500000;-44.82047366,-22.5568349414286;https://www.google.com.br/maps/@-44.82047366,-22.5568349414286,20z
13,90;-22,556891;-44,820550;695,000000;-44.8205503742857,-22.5568905434694;https://www.google.com.br/maps/@-44.8205503742857,-22.5568905434694,20z
13,91;-22,556944;-44,820628;695,500000;-44.8206282069744,-22.5569440340513;https://www.google.com.br/maps/@-44.8206282069744,-22.5569440340513,20z
13,92;-22,556997;-44,820706;696,000000;-44.8207064326154,-22.5569967827692;https://www.google.com.br/maps/@-44.8207064326154,-22.5569967827692,20z
13,93;-22,557048;-44,820786;696,500000;-44.8207861546354,-22.5570475945312;https://www.google.com.br/maps/@-44.8207861546354,-22.5570475945312,20z
13,94;-22,557098;-44,820866;697,000000;-44.8208662744271,-22.5570978914062;https://www.google.com.br/maps/@-44.8208662744271,-22.5570978914062,20z
13,95;-22,557145;-44,820949;697,500000;-44.8209487616923,-22.5571447489231;https://www.google.com.br/maps/@-44.8209487616923,-22.5571447489231,20z
13,96;-22,557191;-44,821032;698,000000;-44.8210316027179,-22.5571910925128;https://www.google.com.br/maps/@-44.8210316027179,-22.5571910925128,20z
13,97;-22,557234;-44,821116;698,500000;-44.8211159116244,-22.5572336735025;https://www.google.com.br/maps/@-44.8211159116244,-22.5572336735025,20z
13,98;-22,557276;-44,821200;699,000000;-44.8212003481726,-22.5572759273096;https://www.google.com.br/maps/@-44.8212003481726,-22.5572759273096,20z
13,99;-22,557314;-44,821287;699,500000;-44.8212868486802,-22.5573143618274;https://www.google.com.br/maps/@-44.8212868486802,-22.5573143618274,20z
14,00;-22,557353;-44,821373;700,000000;-44.8213734578173,-22.5573525953299;https://www.google.com.br/maps/@-44.8213734578173,-22.5573525953299,20z
14,01;-22,557388;-44,821461;700,500000;-44.8214613129851,-22.5573875527363;https://www.google.com.br/maps/@-44.8214613129851,-22.5573875527363,20z
14,02;-22,557422;-44,821549;701,000000;-44.8215491935821,-22.5574224432836;https://www.google.com.br/maps/@-44.8215491935821,-22.5574224432836,20z
14,03;-22,557456;-44,821638;701,500000;-44.8216375750754,-22.5574560410553;https://www.google.com.br/maps/@-44.8216375750754,-22.5574560410553,20z
14,04;-22,557490;-44,821726;702,000000;-44.8217259720603,-22.5574895988442;https://www.google.com.br/maps/@-44.8217259720603,-22.5574895988442,20z
14,05;-22,557522;-44,821815;702,500000;-44.8218148914,-22.5575218015;https://www.google.com.br/maps/@-44.8218148914,-22.5575218015,20z
14,06;-22,557554;-44,821904;703,000000;-44.8219038214,-22.5575539765;https://www.google.com.br/maps/@-44.8219038214,-22.5575539765,20z
14,07;-22,557586;-44,821993;703,500000;-44.8219929719,-22.5575856321;https://www.google.com.br/maps/@-44.8219929719,-22.5575856321,20z
14,08;-22,557617;-44,822082;704,000000;-44.8220821269,-22.5576172771;https://www.google.com.br/maps/@-44.8220821269,-22.5576172771,20z
14,09;-22,557649;-44,822172;704,500000;-44.8221716273869,-22.5576486938191;https://www.google.com.br/maps/@-44.8221716273869,-22.5576486938191,20z
14,10;-22,557680;-44,822261;705,000000;-44.8222611349246,-22.5576801058794;https://www.google.com.br/maps/@-44.8222611349246,-22.5576801058794,20z
14,11;-22,557711;-44,822350;705,500000;-44.822350418593,-22.557711348794;https://www.google.com.br/maps/@-44.822350418593,-22.557711348794,20z
14,12;-22,557743;-44,822440;706,000000;-44.8224397,-22.55774259;https://www.google.com.br/maps/@-44.8224397,-22.55774259,20z
14,13;-22,557774;-44,822529;706,500000;-44.8225291343434,-22.5577738122222;https://www.google.com.br/maps/@-44.8225291343434,-22.5577738122222,20z
14,14;-22,557805;-44,822619;707,000000;-44.8226185610101,-22.5578050291919;https://www.google.com.br/maps/@-44.8226185610101,-22.5578050291919,20z
14,15;-22,557836;-44,822708;707,500000;-44.8227076115151,-22.5578359887879;https://www.google.com.br/maps/@-44.8227076115151,-22.5578359887879,20z
14,16;-22,557867;-44,822797;708,000000;-44.822796677641,-22.5578669485641;https://www.google.com.br/maps/@-44.822796677641,-22.5578669485641,20z
14,17;-22,557898;-44,822886;708,500000;-44.8228861186667,-22.5578979126667;https://www.google.com.br/maps/@-44.8228861186667,-22.5578979126667,20z
14,18;-22,557929;-44,822976;709,000000;-44.82297558375,-22.557928893125;https://www.google.com.br/maps/@-44.82297558375,-22.557928893125,20z
14,19;-22,557960;-44,823065;709,500000;-44.8230652920833,-22.5579600389583;https://www.google.com.br/maps/@-44.8230652920833,-22.5579600389583,20z
14,20;-22,557991;-44,823155;710,000000;-44.8231549340104,-22.5579912264063;https://www.google.com.br/maps/@-44.8231549340104,-22.5579912264063,20z
14,21;-22,558023;-44,823244;710,500000;-44.8232442517188,-22.5580226170312;https://www.google.com.br/maps/@-44.8232442517188,-22.5580226170312,20z
14,22;-22,558054;-44,823334;711,000000;-44.8233335029534,-22.558054036943;https://www.google.com.br/maps/@-44.8233335029534,-22.558054036943,20z
14,23;-22,558086;-44,823423;711,500000;-44.8234225547668,-22.558085544715;https://www.google.com.br/maps/@-44.8234225547668,-22.558085544715,20z
14,24;-22,558117;-44,823512;712,000000;-44.8235115817526,-22.5581169939175;https://www.google.com.br/maps/@-44.8235115817526,-22.5581169939175,20z
14,25;-22,558148;-44,823601;712,500000;-44.8236005559794,-22.5581483186598;https://www.google.com.br/maps/@-44.8236005559794,-22.5581483186598,20z
14,26;-22,558180;-44,823690;713,000000;-44.8236896927835,-22.5581797413402;https://www.google.com.br/maps/@-44.8236896927835,-22.5581797413402,20z
14,27;-22,558211;-44,823779;713,500000;-44.8237790948454,-22.5582113238144;https://www.google.com.br/maps/@-44.8237790948454,-22.5582113238144,20z
14,28;-22,558243;-44,823869;714,000000;-44.8238685321026,-22.5582428869231;https://www.google.com.br/maps/@-44.8238685321026,-22.5582428869231,20z
14,29;-22,558274;-44,823958;714,500000;-44.8239580141538,-22.5582744253846;https://www.google.com.br/maps/@-44.8239580141538,-22.5582744253846,20z
14,30;-22,558306;-44,824047;715,000000;-44.8240474142132,-22.55830576467;https://www.google.com.br/maps/@-44.8240474142132,-22.55830576467,20z
14,31;-22,558337;-44,824137;715,500000;-44.824136728934,-22.5583368966497;https://www.google.com.br/maps/@-44.824136728934,-22.5583368966497,20z
14,32;-22,558368;-44,824226;716,000000;-44.8242259165829,-22.5583680122613;https://www.google.com.br/maps/@-44.8242259165829,-22.5583680122613,20z
14,33;-22,558399;-44,824315;716,500000;-44.8243149869347,-22.5583991127638;https://www.google.com.br/maps/@-44.8243149869347,-22.5583991127638,20z
14,34;-22,558430;-44,824404;717,000000;-44.8244042676884,-22.5584300987437;https://www.google.com.br/maps/@-44.8244042676884,-22.5584300987437,20z
14,35;-22,558461;-44,824494;717,500000;-44.8244937350251,-22.5584609831658;https://www.google.com.br/maps/@-44.8244937350251,-22.5584609831658,20z
14,36;-22,558492;-44,824583;718,000000;-44.8245831849,-22.5584916168;https://www.google.com.br/maps/@-44.8245831849,-22.5584916168,20z
14,37;-22,558522;-44,824673;718,500000;-44.8246726199,-22.5585220368;https://www.google.com.br/maps/@-44.8246726199,-22.5585220368,20z
14,38;-22,558552;-44,824762;719,000000;-44.8247622844,-22.5585523785;https://www.google.com.br/maps/@-44.8247622844,-22.5585523785,20z
14,39;-22,558583;-44,824852;719,500000;-44.8248521444,-22.5585826535;https://www.google.com.br/maps/@-44.8248521444,-22.5585826535,20z
14,40;-22,558613;-44,824942;720,000000;-44.8249418570149,-22.5586131453731;https://www.google.com.br/maps/@-44.8249418570149,-22.5586131453731,20z
14,41;-22,558644;-44,825031;720,500000;-44.8250314440796,-22.55864382199;https://www.google.com.br/maps/@-44.8250314440796,-22.55864382199,20z
14,42;-22,558675;-44,825121;721,000000;-44.8251209001478,-22.558674685665;https://www.google.com.br/maps/@-44.8251209001478,-22.558674685665,20z
14,43;-22,558706;-44,825210;721,500000;-44.8252102400493,-22.5587057152217;https://www.google.com.br/maps/@-44.8252102400493,-22.5587057152217,20z
14,44;-22,558737;-44,825300;722,000000;-44.8252996771569,-22.5587367569608;https://www.google.com.br/maps/@-44.8252996771569,-22.5587367569608,20z
14,45;-22,558768;-44,825389;722,500000;-44.8253892114706,-22.5587678108824;https://www.google.com.br/maps/@-44.8253892114706,-22.5587678108824,20z
14,46;-22,558799;-44,825479;723,000000;-44.8254786317476,-22.5587988199029;https://www.google.com.br/maps/@-44.8254786317476,-22.5587988199029,20z
14,47;-22,558830;-44,825568;723,500000;-44.8255679181553,-22.5588297762136;https://www.google.com.br/maps/@-44.8255679181553,-22.5588297762136,20z
14,48;-22,558861;-44,825657;724,000000;-44.8256571499034,-22.5588608466184;https://www.google.com.br/maps/@-44.8256571499034,-22.5588608466184,20z
14,49;-22,558892;-44,825746;724,500000;-44.8257462996618,-22.5588920881642;https://www.google.com.br/maps/@-44.8257462996618,-22.5588920881642,20z
14,50;-22,558923;-44,825836;725,000000;-44.8258355084058,-22.5589233727536;https://www.google.com.br/maps/@-44.8258355084058,-22.5589233727536,20z
14,51;-22,558955;-44,825925;725,500000;-44.8259248369082,-22.5589547447343;https://www.google.com.br/maps/@-44.8259248369082,-22.5589547447343,20z
14,52;-22,558986;-44,826014;726,000000;-44.8260140938164,-22.5589861255072;https://www.google.com.br/maps/@-44.8260140938164,-22.5589861255072,20z
14,53;-22,559018;-44,826103;726,500000;-44.8261031469565,-22.5590175313043;https://www.google.com.br/maps/@-44.8261031469565,-22.5590175313043,20z
14,54;-22,559049;-44,826192;727,000000;-44.8261922947317,-22.5590489804878;https://www.google.com.br/maps/@-44.8261922947317,-22.5590489804878,20z
14,55;-22,559081;-44,826282;727,500000;-44.8262818459512,-22.5590806146341;https://www.google.com.br/maps/@-44.8262818459512,-22.5590806146341,20z
14,56;-22,559112;-44,826371;728,000000;-44.8263713596098,-22.5591121839024;https://www.google.com.br/maps/@-44.8263713596098,-22.5591121839024,20z
14,57;-22,559143;-44,826461;728,500000;-44.8264606425366,-22.5591433546341;https://www.google.com.br/maps/@-44.8264606425366,-22.5591433546341,20z
14,58;-22,559175;-44,826550;729,000000;-44.8265499229412,-22.5591745373529;https://www.google.com.br/maps/@-44.8265499229412,-22.5591745373529,20z
14,59;-22,559206;-44,826639;729,500000;-44.8266391778431,-22.5592058412745;https://www.google.com.br/maps/@-44.8266391778431,-22.5592058412745,20z
14,60;-22,559237;-44,826728;730,000000;-44.8267284131373,-22.5592371613725;https://www.google.com.br/maps/@-44.8267284131373,-22.5592371613725,20z
14,61;-22,559269;-44,826817;730,500000;-44.8268172758824,-22.5592687888235;https://www.google.com.br/maps/@-44.8268172758824,-22.5592687888235,20z
14,62;-22,559300;-44,826906;731,000000;-44.8269061394089,-22.5593004223153;https://www.google.com.br/maps/@-44.8269061394089,-22.5593004223153,20z
14,63;-22,559333;-44,826995;731,500000;-44.8269950802956,-22.5593326538424;https://www.google.com.br/maps/@-44.8269950802956,-22.5593326538424,20z
14,64;-22,559365;-44,827084;732,000000;-44.8270840211823,-22.5593648853695;https://www.google.com.br/maps/@-44.8270840211823,-22.5593648853695,20z
14,65;-22,559398;-44,827173;732,500000;-44.827172761592,-22.5593978163682;https://www.google.com.br/maps/@-44.827172761592,-22.5593978163682,20z
14,66;-22,559431;-44,827261;733,000000;-44.8272614979104,-22.5594307616418;https://www.google.com.br/maps/@-44.8272614979104,-22.5594307616418,20z
14,67;-22,559465;-44,827350;733,500000;-44.8273498449746,-22.5594652962437;https://www.google.com.br/maps/@-44.8273498449746,-22.5594652962437,20z
14,68;-22,559500;-44,827438;734,000000;-44.82743818,-22.55949988;https://www.google.com.br/maps/@-44.82743818,-22.55949988,20z
14,69;-22,559535;-44,827526;734,500000;-44.8275260815544,-22.5595347090155;https://www.google.com.br/maps/@-44.8275260815544,-22.5595347090155,20z
14,70;-22,559570;-44,827614;735,000000;-44.82761399,-22.5595695727128;https://www.google.com.br/maps/@-44.82761399,-22.5595695727128,20z
14,71;-22,559605;-44,827702;735,500000;-44.82770199,-22.5596048971809;https://www.google.com.br/maps/@-44.82770199,-22.5596048971809,20z
14,72;-22,559640;-44,827790;736,000000;-44.8277898050265,-22.5596404555556;https://www.google.com.br/maps/@-44.8277898050265,-22.5596404555556,20z
14,73;-22,559677;-44,827877;736,500000;-44.8278768314815,-22.5596770111111;https://www.google.com.br/maps/@-44.8278768314815,-22.5596770111111,20z
14,74;-22,559714;-44,827964;737,000000;-44.8279637612903,-22.5597139064516;https://www.google.com.br/maps/@-44.8279637612903,-22.5597139064516,20z
14,75;-22,559752;-44,828050;737,500000;-44.8280504655914,-22.5597515946237;https://www.google.com.br/maps/@-44.8280504655914,-22.5597515946237,20z
14,76;-22,559790;-44,828137;738,000000;-44.8281372502825,-22.5597895293785;https://www.google.com.br/maps/@-44.8281372502825,-22.5597895293785,20z
14,77;-22,559828;-44,828224;738,500000;-44.8282241372881,-22.5598277779661;https://www.google.com.br/maps/@-44.8282241372881,-22.5598277779661,20z
14,78;-22,559865;-44,828311;739,000000;-44.8283110605882,-22.5598650087059;https://www.google.com.br/maps/@-44.8283110605882,-22.5598650087059,20z
14,79;-22,559902;-44,828398;739,500000;-44.8283980017647,-22.5599017381176;https://www.google.com.br/maps/@-44.8283980017647,-22.5599017381176,20z
14,80;-22,559936;-44,828486;740,000000;-44.8284860663975,-22.5599364104348;https://www.google.com.br/maps/@-44.8284860663975,-22.5599364104348,20z
14,81;-22,559970;-44,828574;740,500000;-44.82857449,-22.559970274026;https://www.google.com.br/maps/@-44.82857449,-22.559970274026,20z
14,82;-22,560003;-44,828663;741,000000;-44.82866349,-22.560002812987;https://www.google.com.br/maps/@-44.82866349,-22.560002812987,20z
14,83;-22,560033;-44,828753;741,500000;-44.8287526894595,-22.5600333309459;https://www.google.com.br/maps/@-44.8287526894595,-22.5600333309459,20z
14,84;-22,560063;-44,828843;742,000000;-44.8288425157343,-22.5600625502098;https://www.google.com.br/maps/@-44.8288425157343,-22.5600625502098,20z
14,85;-22,560090;-44,828933;742,500000;-44.8289334737762,-22.5600901096504;https://www.google.com.br/maps/@-44.8289334737762,-22.5600901096504,20z
